gene	BF.misA	BF.misB	BF.pLoF	BF.total	qval	pval	oe_lof_upper	oe_lof_upper_bin	dn.misA	dn.misB	dn.pLoF	case.pLoF	ctrl.pLoF
NUDCD1	0.790424	0.942677	1.3067	0.973645	0.924266	0.120195	1.006	5	0	0	0	3	1
ACTR1B	0.763067	0.934432	1.36516	0.973407	0.924286	0.120252	0.684	3	0	0	0	1	0
CKB	0.826171	0.953154	1.23554	0.972947	0.924305	0.120293	0.58	2	0	0	0	1	0
KIAA0930	0.746544	0.929351	1.40187	0.972618	0.924325	0.120322	0.844	4	0	0	0	1	0
NOXA1	0.783899	0.940729	1.31847	0.972289	0.924345	0.120349	1.032	5	0	0	0	1	0
TFCP2	0.812383	0.949151	1.25972	0.971337	0.924365	0.120425	0.676	3	0	0	0	1	0
DEPDC1B	0.785796	0.941297	1.31295	0.971143	0.924384	0.120439	0.984	5	0	0	0	3	1
HHLA1	0.804668	0.946891	1.27369	0.970467	0.924404	0.120494	1.222	6	0	0	0	3	1
OASL	0.781656	0.940057	1.32023	0.970106	0.924424	0.120544	1.553	8	0	0	0	1	0
MDH1B	0.794563	0.943907	1.29277	0.969571	0.924444	0.120585	1.177	6	0	0	0	1	0
C19orf47	0.760592	0.933676	1.36482	0.969223	0.924463	0.120614	0.611	3	0	0	0	1	0
CACNB4	0.775952	0.938341	1.32989	0.9683	0.924483	0.120751	0.491	2	0	0	0	1	0
KRT35	0.761958	0.934094	1.35935	0.967502	0.924503	0.120859	0.965	5	0	0	0	1	0
TRIM72	0.758032	0.932892	1.3679	0.967329	0.924522	0.120904	1.053	5	0	0	0	1	0
CYP19A1	0.779094	0.939287	1.32086	0.966599	0.924542	0.120935	0.877	4	0	0	0	1	0
NMT1	0.773529	0.937609	1.33025	0.964786	0.924562	0.121089	0.265	0	0	0	0	1	0
CLEC4F	0.792067	0.943166	1.29116	0.964564	0.924581	0.121115	1.307	7	0	0	0	1	0
RMDN3	0.787258	0.941733	1.30096	0.964515	0.924601	0.121142	0.693	3	0	0	0	3	1
SEMA6A	0.578948	0.872685	1.90862	0.964308	0.924621	0.121151	0.221	0	0	0	0	2	0
IRF4	0.774715	0.937968	1.32663	0.964009	0.92464	0.121176	0.382	1	0	0	0	1	0
JDP2	0.89116	4.16969	0.259109	0.962813	0.92466	0.12129	0.71	3	0	1	0	0	1
ZC3H12D	0.771138	0.936886	1.33194	0.962284	0.924699	0.121363	0.752	4	0	0	0	1	0
CYP2C9	0.816631	0.950389	1.23956	0.962041	0.924719	0.121388	1.402	7	0	0	1	0	2
ADRA1B	0.787942	0.941937	1.29509	0.961203	0.924738	0.121465	0.785	4	0	0	0	1	0
ULK3	0.766522	0.935485	1.34034	0.961117	0.924758	0.121484	0.584	3	0	0	0	1	0
PDE12	0.780785	0.939795	1.30949	0.960876	0.924777	0.121519	0.598	3	0	0	0	1	0
ERICH1	0.778925	0.939236	1.31293	0.96053	0.924797	0.121563	1.639	8	0	0	0	3	1
TOX2	0.762359	0.934216	1.34808	0.960114	0.924816	0.121615	0.627	3	0	0	0	1	0
MPND	0.804119	0.946729	1.26062	0.959688	0.924836	0.121688	0.875	4	0	0	0	1	0
GALNT4	0.772285	0.937233	1.32426	0.95851	0.924855	0.12184	0.503	2	0	0	0	1	0
TTYH1	0.799271	0.9453	1.26861	0.9585	0.924875	0.121862	0.254	0	0	0	0	1	0
MCM9	0.620417	0.887686	1.73994	0.958245	0.924894	0.121876	0.872	4	0	0	0	2	0
LBP	0.782904	0.940431	1.30089	0.957799	0.924914	0.121903	1.33	7	0	0	0	1	0
PDLIM5	0.770172	0.936593	1.3272	0.957356	0.924933	0.121954	0.552	2	0	0	0	1	0
TRAF4	0.751649	0.930929	1.36752	0.956899	0.924953	0.122058	0.353	1	0	0	0	1	0
TCERG1L	0.781414	0.939984	1.30275	0.956889	0.924972	0.122083	1.064	5	0	0	0	1	0
CKM	0.78087	0.939821	1.30385	0.956865	0.924991	0.122108	0.785	4	0	0	0	1	0
RINL	0.767103	0.935662	1.33246	0.956372	0.925011	0.122147	0.768	4	0	0	0	1	0
MCMDC2	0.790657	0.942746	1.28279	0.95618	0.92503	0.12217	0.904	4	0	0	0	1	0
CNDP2	0.756978	0.932569	1.3531	0.955198	0.92505	0.122245	0.931	5	0	0	0	3	1
SKIDA1	0.74963	0.930306	1.36675	0.953152	0.925069	0.122354	0.252	0	0	0	1	0	0
PTPN3	0.607755	0.883183	1.77543	0.952975	0.925088	0.122363	0.568	2	0	0	0	2	0
ITGA6	0.611437	0.884499	1.76169	0.952751	0.925108	0.12242	0.529	2	0	0	0	2	0
SS18L1	0.771246	0.936919	1.31846	0.952709	0.925127	0.122442	0.306	1	0	0	0	1	0
DUS2	0.775748	0.938279	1.30873	0.952585	0.925146	0.122471	0.908	4	0	0	0	1	0
ME2	0.782528	0.940318	1.29422	0.952322	0.925166	0.122495	1.063	5	0	0	0	1	0
TBL2	0.758232	0.932953	1.34615	0.952263	0.925185	0.122518	0.858	4	0	0	0	1	0
NAA20	0.921434	4.21546	0.245127	0.952141	0.925204	0.122522	1.026	5	0	1	0	0	1
SPIRE1	0.714472	0.919258	1.44785	0.950922	0.925224	0.122628	0.455	2	0	0	1	0	0
SEC24B	0.6054	0.882338	1.78019	0.95092	0.925243	0.122637	0.194	0	0	0	0	2	0
MIEF2	0.731186	0.924557	1.40653	0.950845	0.925262	0.122687	0.831	4	0	0	0	1	0
SLC15A4	0.791245	0.942921	1.27431	0.950743	0.925281	0.122711	0.993	5	0	0	0	1	0
BIRC3	0.781475	0.940002	1.29423	0.950722	0.925301	0.122733	0.519	2	0	0	0	1	0
MIER3	0.797006	0.944631	1.26252	0.950521	0.92532	0.122765	0.226	0	0	0	0	1	0
HTR1A	0.780024	0.939567	1.29535	0.949341	0.925339	0.122878	0.699	3	0	0	0	1	0
ZNF599	0.779166	0.939309	1.29681	0.949109	0.925358	0.122903	0.973	5	0	0	0	1	0
EYA3	0.803172	0.946451	1.24854	0.949093	0.925377	0.122926	0.264	0	0	0	0	1	0
ARHGAP28	0.784045	0.940773	1.2856	0.948265	0.925397	0.122942	0.856	4	0	0	0	3	1
RPAP2	0.801517	0.945963	1.25045	0.948099	0.925416	0.122962	0.77	4	0	0	0	1	0
C17orf80	0.779384	0.939374	1.29439	0.947665	0.925435	0.123016	1.028	5	0	0	0	1	0
ZNF256	0.781099	0.93989	1.29026	0.947239	0.925454	0.123082	1.88	9	0	0	0	3	1
C2orf42	0.756838	0.932526	1.34147	0.94677	0.925473	0.12315	0.578	2	0	0	0	1	0
HTR3A	0.747802	0.929741	1.36136	0.946501	0.925492	0.123194	1.141	6	0	0	0	1	0
ACSL6	0.689583	0.911203	1.50607	0.946338	0.925512	0.123198	0.475	2	0	0	1	0	0
IL2RB	0.76523	0.935092	1.32229	0.946181	0.925531	0.123227	0.496	2	0	0	0	1	0
SPTBN1	0.257921	0.717969	5.10862	0.946012	0.92555	0.123231	0.088	0	0	0	1	1	0
TOE1	0.758185	0.932939	1.33728	0.945915	0.925569	0.123258	1.457	7	0	0	0	1	0
KLKB1	0.763516	0.934569	1.32432	0.944977	0.925607	0.12339	1.004	5	0	0	0	1	0
SNX1	0.767816	0.935878	1.31488	0.944851	0.925626	0.123423	0.344	1	0	0	0	3	1
STK25	0.756463	0.932411	1.33944	0.944753	0.925645	0.123487	0.533	2	0	0	0	1	0
FOXN3	0.763409	0.934537	1.32379	0.944435	0.925664	0.123513	0.363	1	0	0	0	1	0
SLC2A5	0.744229	0.928633	1.36628	0.94426	0.925683	0.123542	1.191	6	0	0	0	1	0
MYNN	0.774416	0.937877	1.29994	0.944157	0.925702	0.123572	0.431	2	0	0	0	1	0
TPO	0.541139	0.85833	2.02745	0.9417	0.925721	0.123741	1.107	6	0	0	0	2	0
PPM1D	0.76689	0.935597	1.31194	0.941314	0.92574	0.123828	1.096	6	0	0	0	1	0
NPNT	0.761063	0.93382	1.32447	0.941294	0.925759	0.123851	0.933	5	0	0	0	1	0
EIF2AK2	0.801169	0.945861	1.24062	0.940132	0.925778	0.123974	0.515	2	0	0	0	1	0
EPOR	0.799642	0.94541	1.24299	0.939685	0.925797	0.123999	0.652	3	0	0	0	1	0
PAX3	0.781862	0.940119	1.27794	0.939341	0.925816	0.124026	0.475	2	0	0	0	1	0
FOXM1	0.669336	0.904498	1.55034	0.938594	0.925835	0.124133	0.591	3	0	0	1	0	0
RYK	0.803907	0.946667	1.23323	0.938532	0.925854	0.124153	0.289	1	0	0	0	1	0
IDH2	0.775435	0.938185	1.28973	0.938278	0.925873	0.124177	0.384	1	0	0	0	1	0
IRX5	0.817227	0.950563	1.2076	0.938092	0.925892	0.1242	0.302	1	0	0	0	1	0
SLC2A12	0.77053	0.936702	1.29964	0.938023	0.925911	0.124239	0.869	4	0	0	0	1	0
UGT1A9	0.763327	0.934511	1.31473	0.937847	0.925929	0.124266	1.112	6	0	0	0	1	0
PDLIM7	0.747606	0.92968	1.34868	0.937377	0.925948	0.12429	0.425	2	0	0	0	1	0
ATG14	0.790743	0.942772	1.2573	0.937303	0.925967	0.124314	0.465	2	0	0	0	1	0
TRIP4	0.786588	0.941533	1.26278	0.935209	0.926005	0.124456	0.668	3	0	0	1	2	3
FUT4	0.763079	0.934436	1.31149	0.935152	0.926024	0.124478	1.137	6	0	0	0	1	0
ZSWIM4	0.49757	3.45491	0.543859	0.934925	0.926043	0.124502	0.575	2	0	1	0	2	1
LAD1	0.753732	0.931571	1.33131	0.934783	0.926061	0.124526	1.34	7	0	0	0	1	0
SMTN	0.526011	3.51674	0.505167	0.934481	0.92608	0.124534	0.607	3	0	1	0	4	2
UQCRC1	0.757552	0.932745	1.32222	0.934284	0.926099	0.124602	0.546	2	0	0	0	1	0
LMOD2	0.78162	0.940046	1.27154	0.934275	0.926118	0.124626	0.857	4	0	0	0	1	0
LUC7L	0.757224	0.932644	1.322	0.933622	0.926137	0.124711	0.452	2	0	0	0	1	0
MYRFL	0.905759	0.975384	1.05623	0.93314	0.926155	0.12474	1.401	7	0	0	0	1	0
KRT12	0.753324	0.931445	1.3285	0.932179	0.926174	0.124865	1.319	7	0	0	0	3	1
SLC35F3	0.752265	0.931119	1.32841	0.93048	0.926193	0.125026	0.535	2	0	0	0	1	0
SLC26A7	0.766605	0.93551	1.2965	0.929806	0.926212	0.125097	0.805	4	0	0	0	3	1
CTTNBP2NL	0.765692	0.935232	1.29777	0.929332	0.92623	0.125174	0.685	3	0	0	0	1	0
MFAP1	0.773146	0.937494	1.28167	0.92898	0.926249	0.125212	0.374	1	0	0	0	1	0
PDLIM2	0.771914	0.937121	1.28394	0.928773	0.926268	0.125241	0.836	4	0	0	0	1	0
BCL6B	0.724279	0.922378	1.38911	0.928006	0.926286	0.125316	0.593	3	0	0	0	1	0
SLC47A1	0.748912	0.930084	1.33136	0.92736	0.926305	0.125385	1.166	6	0	0	0	3	1
IL1RL2	0.763185	0.934468	1.29821	0.925846	0.926324	0.125548	0.989	5	0	0	0	3	1
CDC73	0.775519	0.93821	1.27226	0.9257	0.926343	0.125604	0.188	0	0	0	0	1	0
GDNF	0.890637	4.16889	0.249303	0.925654	0.926361	0.125605	0.918	5	0	1	0	0	1
CHRNB4	0.732813	0.925068	1.36493	0.925287	0.92638	0.125707	0.559	2	0	0	0	1	0
SLC16A3	0.712602	0.91866	1.41275	0.924839	0.926399	0.125776	1.17	6	0	0	0	1	0
TRAFD1	0.771043	0.936857	1.27865	0.92364	0.926417	0.125847	0.876	4	0	0	0	1	0
TREH	0.76276	0.934338	1.29595	0.923596	0.926436	0.125894	1.02	5	0	0	0	1	0
SIDT2	0.612973	0.885046	1.70184	0.923262	0.926455	0.125938	0.667	3	0	0	1	1	2
PLVAP	0.738173	0.926747	1.34783	0.922048	0.926473	0.126046	0.972	5	0	0	0	1	0
FUT8	0.7667	0.935539	1.28507	0.92175	0.926492	0.1261	0.509	2	0	0	0	1	0
TMEM8B	0.741578	0.927808	1.33952	0.921643	0.92651	0.126126	0.95	5	0	0	0	1	0
CFI	0.781184	0.939915	1.25469	0.921253	0.926529	0.126156	0.761	4	0	0	0	1	0
SLC7A10	0.733231	0.925199	1.35749	0.920903	0.926548	0.126209	0.774	4	0	0	0	1	0
BAG3	0.731716	0.924724	1.36038	0.920482	0.926566	0.126278	0.447	2	0	0	0	1	0
SLC28A2	0.760428	0.933626	1.2962	0.920245	0.926585	0.126335	1.531	8	0	0	0	3	1
PACSIN3	0.722405	0.921784	1.38147	0.919921	0.926603	0.126357	0.642	3	0	0	0	1	0
SCG2	0.77636	0.938464	1.26118	0.918877	0.926622	0.126478	0.853	4	0	0	0	1	0
SLC22A8	0.744919	0.928847	1.32787	0.918776	0.92664	0.126502	1.145	6	0	0	0	1	0
SH3GL1	0.767638	0.935824	1.27825	0.918262	0.926659	0.126533	0.639	3	0	0	0	1	0
TRIOBP	0.253098	0.714768	5.0746	0.918029	0.926677	0.126561	0.714	3	0	0	0	3	0
ZNF709	0.776384	0.938471	1.25815	0.916706	0.926714	0.12662	1.856	9	0	0	0	1	0
SESN2	0.745679	0.929083	1.32249	0.916218	0.926733	0.126673	0.906	4	0	0	0	1	0
TSSK1B	0.777768	0.938888	1.25171	0.914045	0.92677	0.126811	1.711	8	0	0	0	1	0
KMT2B	0.202514	0.678228	6.64868	0.913203	0.926788	0.126834	0.07	0	0	0	1	1	0
TJAP1	0.726338	0.923029	1.36209	0.913188	0.926807	0.126855	0.873	4	0	0	0	1	0
FBN2	0.243273	2.75946	1.36009	0.913035	0.926825	0.126858	0.205	0	0	1	1	3	2
DLG4	13.049	0.888461	0.0787284	0.912742	0.926844	0.126875	0.238	0	1	0	0	0	0
ACVR1B	0.744781	0.928804	1.31872	0.91223	0.926862	0.126928	0.172	0	0	0	0	1	0
C11orf80	0.802363	0.946212	1.20147	0.912164	0.92688	0.126947	0.962	5	0	0	0	1	0
TBC1D32	0.630782	0.891324	1.62203	0.911957	0.926899	0.126959	0.904	4	0	0	0	4	1
APOBR	0.599663	0.88027	1.72684	0.911539	0.926936	0.127049	0.767	4	0	0	0	2	0
ENPP7	0.719624	0.920901	1.37516	0.911323	0.926972	0.127091	1.795	9	0	0	0	1	0
GP1BA	0.723542	0.922144	1.36541	0.911015	0.926991	0.127158	1.66	8	0	0	0	1	0
PATE4	0.966294	0.99139	0.95062	0.910669	0.927009	0.127264	1.853	9	0	0	0	2	1
ZFYVE28	0.53311	0.855191	1.99452	0.909325	0.927027	0.127296	0.456	2	0	0	0	2	0
FRRS1	0.779287	0.939345	1.24217	0.909291	0.927046	0.12732	0.848	4	0	0	0	1	0
FIZ1	0.696967	0.913614	1.42772	0.909114	0.927064	0.127344	0.59	3	0	0	0	1	0
ACRBP	0.749665	0.930317	1.30342	0.909037	0.927082	0.127367	0.934	5	0	0	0	1	0
AAAS	0.761746	0.934029	1.27705	0.908613	0.927101	0.127378	0.988	5	0	0	0	3	1
POT1	0.781584	0.940035	1.23668	0.908608	0.927119	0.1274	0.362	1	0	0	0	1	0
IL22RA1	0.747548	0.929662	1.30682	0.908199	0.927137	0.127453	0.627	3	0	0	0	1	0
EFS	0.756323	0.932368	1.28688	0.907468	0.927174	0.127506	1.219	6	0	0	0	1	0
ENTPD6	0.74926	0.930192	1.30003	0.906064	0.927228	0.127637	0.816	4	0	0	0	1	0
FAM135A	0.577617	18.5324	0.0846293	0.905925	0.927247	0.127638	0.265	0	0	2	0	3	3
PALM3	0.756931	0.932554	1.28012	0.903611	0.927265	0.127791	0.616	3	0	0	0	1	0
FLRT3	0.749329	0.930213	1.29612	0.903444	0.927283	0.127815	0.52	2	0	0	0	1	0
ZSCAN32	0.798577	0.945095	1.1956	0.902359	0.927301	0.12792	1.567	8	0	0	0	3	1
ZNF18	0.800263	0.945593	1.19217	0.902139	0.927319	0.127924	0.766	4	0	0	1	0	2
DCAF11	0.730498	0.92434	1.33502	0.901441	0.927337	0.128049	0.498	2	0	0	0	1	0
TNPO2	0.610185	0.884052	1.66948	0.900579	0.927356	0.128112	0.129	0	0	0	0	2	0
PRPF4	0.759934	0.933475	1.26892	0.900146	0.927374	0.128152	0.227	0	0	0	0	1	0
NDC1	0.771305	0.936937	1.24551	0.900085	0.927392	0.128171	0.237	0	0	0	0	1	0
SPATS2L	0.760357	0.933604	1.26795	0.900083	0.92741	0.128193	0.434	2	0	0	0	1	0
ANAPC7	0.761228	0.93387	1.26581	0.899849	0.927428	0.128217	0.373	1	0	0	0	1	0
PARP15	0.761157	0.933849	1.26542	0.899465	0.927446	0.128256	0.961	5	0	0	0	3	1
WRAP53	0.733571	0.925306	1.32459	0.899103	0.927483	0.128322	0.69	3	0	0	0	1	0
MKNK2	0.7696	0.93642	1.24755	0.899069	0.927501	0.128342	0.791	4	0	0	0	1	0
IRF5	0.744758	0.928797	1.29874	0.898378	0.927519	0.128409	0.595	3	0	0	0	1	0
MYC	0.804319	0.946788	1.17908	0.897894	0.927537	0.128481	0.164	0	0	0	0	1	0
ARSA	0.7321	0.924844	1.3256	0.897536	0.927555	0.128531	1.34	7	0	0	0	1	0
GPR161	0.736692	0.926284	1.31448	0.89698	0.927573	0.128582	0.786	4	0	0	0	1	0
KRT15	0.772835	0.9374	1.23736	0.896409	0.927591	0.128657	1.526	8	0	0	0	1	0
ALDH7A1	0.792718	0.943359	1.19839	0.896178	0.927609	0.128684	1.24	6	0	0	0	1	0
ZNF517	0.714109	0.919142	1.36431	0.895489	0.927627	0.128737	1.33	7	0	0	0	1	0
KCNS1	0.71753	0.920234	1.35581	0.895237	0.927645	0.128762	0.67	3	0	0	0	1	0
DDX49	0.734387	0.925562	1.31617	0.894627	0.927663	0.128839	1.191	6	0	0	0	1	0
ERG	0.752009	0.93104	1.27752	0.894456	0.927681	0.128864	0.329	1	0	0	0	1	0
HCLS1	0.780616	0.939744	1.21903	0.894256	0.927699	0.128888	0.733	3	0	0	0	1	0
TMEM161A	0.741395	0.927751	1.3	0.894181	0.927717	0.128922	0.821	4	0	0	0	1	0
JAKMIP3	0.590015	0.87676	1.72738	0.893577	0.927735	0.128985	0.399	1	0	0	0	2	0
GLI1	0.559606	0.865427	1.84367	0.892884	0.927753	0.129066	0.924	5	0	0	0	2	0
ITPRIPL2	0.695392	0.913101	1.40614	0.892847	0.927771	0.129088	1.054	5	0	0	0	1	0
NREP	0.952049	0.987688	0.949225	0.892582	0.927789	0.129107	1.46	7	0	0	0	2	1
GABRD	0.723576	0.922155	1.33592	0.891392	0.927807	0.129193	0.245	0	0	0	0	1	0
CAT	0.746832	0.92944	1.28409	0.891331	0.927825	0.129214	1.054	5	0	0	0	1	0
GAL3ST3	0.686122	0.910067	1.42738	0.891283	0.927843	0.129236	1.792	9	0	0	0	1	0
HYAL2	0.715067	0.919448	1.3551	0.890937	0.92786	0.129295	0.535	2	0	0	0	1	0
ZNF768	0.690847	0.911617	1.41233	0.889466	0.927878	0.129415	0.498	2	0	0	0	1	0
ZNF326	0.768374	0.936048	1.23638	0.889244	0.927896	0.129464	0.356	1	0	0	0	1	0
FICD	0.741257	0.927709	1.29287	0.889065	0.927914	0.129499	0.916	5	0	0	0	1	0
ESR1	0.741051	0.927644	1.29327	0.889036	0.927932	0.129522	0.19	0	0	0	0	1	0
KLHL31	0.758255	0.93296	1.25548	0.888157	0.92795	0.129597	0.913	5	0	0	0	1	0
PHACTR2	0.751347	0.930836	1.26944	0.887819	0.927968	0.129643	0.689	3	0	0	0	1	0
LGI3	0.722706	0.921879	1.33219	0.887565	0.927985	0.129668	0.77	4	0	0	0	1	0
CSNK1G2	0.740731	0.927545	1.29121	0.887141	0.928003	0.129758	0.254	0	0	0	0	1	0
CTPS1	0.764059	0.934735	1.23987	0.885505	0.928021	0.129949	0.287	1	0	0	0	1	0
ARMC6	0.723754	0.922211	1.32644	0.88534	0.928039	0.129983	1.241	6	0	0	0	1	0
FAAH	0.752951	0.931331	1.26199	0.884965	0.928057	0.13005	1.054	5	0	0	0	1	0
MPHOSPH10	0.782032	0.940169	1.20336	0.884762	0.928075	0.130079	0.363	1	0	0	0	1	0
RBCK1	0.71336	0.918903	1.34854	0.883982	0.928092	0.130121	0.453	2	0	0	0	3	1
ZNF384	0.740811	0.92757	1.28592	0.883627	0.92811	0.130223	0.228	0	0	0	0	1	0
RBM19	0.585414	0.875072	1.72286	0.882586	0.928128	0.130265	0.73	3	0	0	0	2	0
ABHD16B	0.679495	0.90788	1.43007	0.882212	0.928146	0.130288	1.19	6	0	0	0	1	0
SLC22A6	0.734636	0.92564	1.29691	0.881912	0.928163	0.130393	0.99	5	0	0	0	1	0
LIPG	0.743643	0.928451	1.27473	0.880121	0.928181	0.130472	1.178	6	0	0	0	1	0
PGM1	0.737227	0.926451	1.28771	0.879513	0.928199	0.130531	1.319	7	0	0	0	1	0
FBXO43	0.760228	0.933565	1.23807	0.878686	0.928217	0.130588	0.809	4	0	0	0	1	0
TBC1D15	0.768933	0.936217	1.22004	0.878296	0.928234	0.130614	0.426	2	0	0	0	1	0
EIF2B4	0.746325	0.929283	1.26629	0.878233	0.928252	0.130635	0.33	1	0	0	0	1	0
PPIB	0.886805	4.16302	0.237756	0.877746	0.928288	0.130702	1.6	8	0	1	0	0	1
KCNH7	0.598427	0.879823	1.66677	0.877572	0.928305	0.130739	0.367	1	0	0	0	2	0
RNPEP	0.759217	0.933255	1.23824	0.877348	0.928323	0.130791	1.261	7	0	0	0	1	0
NELFCD	0.745241	0.928947	1.26674	0.876949	0.928341	0.130807	0.441	2	0	0	0	3	1
RTN4R	0.690284	0.911433	1.39328	0.876578	0.928358	0.130831	0.3	1	0	0	0	1	0
PRDM13	0.763858	0.934673	1.2266	0.875739	0.928376	0.130932	0.461	2	0	0	0	1	0
TYSND1	0.786125	0.941395	1.18258	0.875174	0.928394	0.130971	1.001	5	0	0	0	1	0
SCEL	0.770768	0.936774	1.21101	0.874393	0.928429	0.131091	1.009	5	0	0	0	1	0
TRIM45	0.740067	0.927338	1.27298	0.873639	0.928446	0.131173	1.08	6	0	0	0	1	0
ANKRD13A	0.748785	0.930045	1.25423	0.873449	0.928464	0.131203	0.571	2	0	0	0	1	0
DEF8	14.8447	0.915908	0.0642208	0.873172	0.928482	0.131215	0.571	2	1	0	0	0	2
TAF15	0.731344	0.924606	1.29122	0.873132	0.928499	0.13124	0.398	1	0	0	0	1	0
TBX4	0.744056	0.928579	1.26364	0.873068	0.928517	0.131267	0.445	2	0	0	0	1	0
SCGB2B2	0.954768	0.988398	0.924754	0.872682	0.928552	0.131318	1.89	9	0	0	0	2	1
TCTA	0.95278	0.987879	0.9262	0.871769	0.92857	0.131448	1.777	9	0	0	0	2	1
EYA2	0.727348	0.923348	1.29627	0.870565	0.928587	0.131601	0.467	2	0	0	0	1	0
PODXL	0.768256	0.936012	1.21018	0.870237	0.928605	0.131625	0.687	3	0	0	0	1	0
RTKN	0.721191	0.921399	1.30926	0.870008	0.928622	0.131691	0.755	4	0	0	0	1	0
UACA	0.61139	0.884482	1.60871	0.869934	0.92864	0.131696	0.973	5	0	0	0	6	2
ZNF555	0.764461	0.934857	1.21687	0.869649	0.928657	0.131743	1.052	5	0	0	0	3	1
RNF31	0.547994	0.860984	1.84266	0.869394	0.928675	0.131757	0.19	0	0	0	0	2	0
LGALS3BP	0.729168	0.923922	1.2903	0.86927	0.928692	0.13178	1.426	7	0	0	0	1	0
DDX18	0.76335	0.934519	1.21812	0.868963	0.92871	0.131805	0.452	2	0	0	0	1	0
NOP56	0.742093	0.927969	1.26182	0.868937	0.928727	0.131818	0.404	1	0	0	0	3	1
GOLGA2	0.573763	0.870756	1.73914	0.86889	0.928745	0.13183	0.295	1	0	0	0	2	0
MCMBP	0.75651	0.932425	1.23173	0.86885	0.928762	0.131847	0.271	1	0	0	0	1	0
ZFAND4	0.743401	0.928376	1.25876	0.868739	0.92878	0.131882	1.056	5	0	0	0	3	1
ATP13A4	0.596192	0.879012	1.65685	0.868286	0.928797	0.131927	0.947	5	0	0	0	4	1
SPNS2	0.729596	0.924057	1.28786	0.868262	0.928814	0.131947	0.8	4	0	0	0	1	0
PTPRM	9.91869	0.833261	0.104922	0.867166	0.928832	0.132046	0.233	0	1	0	0	0	1
DPP7	0.725263	0.922689	1.295	0.866601	0.928849	0.132078	1.605	8	0	0	0	5	2
ZKSCAN1	0.741692	0.927844	1.25912	0.866495	0.928867	0.132099	0.323	1	0	0	0	1	0
FRMD1	0.704641	0.916101	1.3421	0.866355	0.928884	0.132111	1.296	7	0	0	0	3	1
IFT81	0.763882	0.934681	1.2132	0.866209	0.928901	0.132132	0.797	4	0	0	0	1	0
KLHL36	12.5723	0.880721	0.0782183	0.866085	0.928919	0.132169	0.398	1	1	0	0	0	0
CADPS	10.4382	0.843217	0.098349	0.865633	0.928936	0.132194	0.435	2	1	0	0	0	1
LGR6	0.609122	0.883672	1.60781	0.865427	0.928953	0.132216	0.639	3	0	0	1	1	2
PARP1	0.600204	0.880465	1.63756	0.865382	0.928971	0.132227	0.479	2	0	0	0	2	0
COLGALT1	0.674758	3.80957	0.336415	0.864768	0.928988	0.132246	0.878	4	0	1	0	1	1
KRT81	0.733073	0.92515	1.27486	0.864613	0.929005	0.132292	1.906	9	0	0	0	1	0
ECM2	0.752928	0.931324	1.23259	0.864315	0.929023	0.132316	0.922	5	0	0	0	1	0
ITFG1	0.77837	0.939069	1.18239	0.864261	0.92904	0.132338	0.457	2	0	0	0	1	0
GAS7	0.755271	0.932045	1.22689	0.863665	0.929057	0.132401	0.362	1	0	0	0	1	0
RUFY3	0.771449	0.93698	1.19472	0.863579	0.929075	0.132421	0.458	2	0	0	0	1	0
DHX35	0.698127	3.8517	0.320718	0.862402	0.929092	0.132521	1.131	6	0	1	0	1	1
KLHL2	0.761452	0.933939	1.21265	0.862374	0.929109	0.132546	0.185	0	0	0	0	1	0
UBQLN3	0.736078	0.926092	1.26358	0.861352	0.929126	0.132627	1.014	5	0	0	0	1	0
ABHD16A	0.727673	0.92345	1.27932	0.859666	0.929144	0.132895	0.384	1	0	0	0	1	0
UBA2	0.772548	0.937313	1.18656	0.859209	0.929161	0.132943	0.241	0	0	0	0	1	0
GRHL1	0.743689	0.928465	1.24263	0.858022	0.929178	0.133036	0.428	2	0	0	0	1	0
SCARA5	0.716579	0.919931	1.29871	0.856114	0.929213	0.133201	0.932	5	0	0	0	3	1
ORC3	0.763339	0.934515	1.19896	0.855277	0.92923	0.133263	0.707	3	0	0	0	1	0
MFN1	0.747132	0.929533	1.23125	0.855084	0.929247	0.133311	0.796	4	0	0	0	1	0
ZC3H3	0.539669	0.857758	1.84599	0.854519	0.929264	0.133368	0.41	1	0	0	0	2	0
PPP1R9A	0.584619	0.87478	1.66987	0.853991	0.929282	0.133411	0.476	2	0	0	0	2	0
ZNF689	0.683141	0.909085	1.3736	0.853051	0.929299	0.133481	0.5	2	0	0	0	1	0
CLK2	0.68434	0.909481	1.36963	0.852449	0.929316	0.13359	0.164	0	0	0	0	1	0
RRN3	0.756639	0.932465	1.2076	0.85201	0.929333	0.133654	0.648	3	0	0	0	1	0
RBM25	13.5304	0.896073	0.0702569	0.851811	0.92935	0.133657	0.077	0	1	0	0	0	0
ZYG11A	0.756908	0.932547	1.20663	0.851703	0.929367	0.133669	0.976	5	0	0	0	3	1
PUS7	0.754874	0.931923	1.21065	0.851675	0.929385	0.13369	0.827	4	0	0	0	1	0
ALAS1	15.1622	0.920509	0.0609703	0.850961	0.929402	0.133695	0.49	2	1	0	0	0	2
SENP1	0.769553	0.936405	1.18085	0.850934	0.929419	0.133717	0.285	1	0	0	0	1	0
EPS8L1	0.67818	3.81579	0.328713	0.850642	0.929436	0.133742	1.027	5	0	1	0	3	2
